id,created,uuid,parent_uuid,event,task_action,failed,changed,playbook,play,task,role,job_id,host_id,host_name
1,2020-03-20 23:10:52.767582+00,a1d45eba-2a94-459e-bf7f-a2f0d0b4fa48,"",verbose,,f,f,"","","","",4,,""
2,2020-03-20 23:10:53.663297+00,f1ba648f-2f44-481e-a6f6-0f2c4704b351,0242ac12-0005-e261-6aaa-000000000012,runner_on_start,"""gather_facts""",f,f,epel.yml,use galaxy epel role,Gathering Facts,"",4,2,host0320a
3,2020-03-20 23:10:53.6417+00,574f9ae3-3a64-43a0-a7d8-7b7040116112,"",playbook_on_start,,f,f,epel.yml,"","","",4,,""
4,2020-03-20 23:10:53.660978+00,0242ac12-0005-e261-6aaa-000000000012,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,"""gather_facts""",f,f,epel.yml,use galaxy epel role,Gathering Facts,"",4,,""
5,2020-03-20 23:10:53.644137+00,0242ac12-0005-e261-6aaa-000000000007,574f9ae3-3a64-43a0-a7d8-7b7040116112,playbook_on_play_start,,f,f,epel.yml,use galaxy epel role,"","",4,,""
6,2020-03-20 23:10:53.673326+00,422b6c8f-3fd4-48f2-8864-fad28329dfcb,0242ac12-0005-e261-6aaa-000000000012,runner_on_start,"""gather_facts""",f,f,epel.yml,use galaxy epel role,Gathering Facts,"",4,1,host0320b
7,2020-03-20 23:10:55.804512+00,20472175-f3f7-434e-a7ca-efecb9b2308d,0242ac12-0005-e261-6aaa-000000000012,runner_on_ok,"""gather_facts""",f,f,epel.yml,use galaxy epel role,Gathering Facts,"",4,1,host0320b
8,2020-03-20 23:11:34.414272+00,f1391c4e-738f-4593-b6a2-320018e639f5,0242ac12-0005-e261-6aaa-000000000012,runner_on_ok,"""gather_facts""",f,f,epel.yml,use galaxy epel role,Gathering Facts,"",4,2,host0320a
9,2020-03-20 23:11:34.460437+00,74c836f0-f21a-4d4f-b320-e488a3de814f,0242ac12-0005-e261-6aaa-00000000000c,runner_on_start,"""stat""",f,f,epel.yml,use galaxy epel role,Check if EPEL repo is already configured.,geerlingguy.repo-epel,4,2,host0320a
10,2020-03-20 23:11:34.45456+00,0242ac12-0005-e261-6aaa-00000000000c,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,"""stat""",f,f,epel.yml,use galaxy epel role,Check if EPEL repo is already configured.,geerlingguy.repo-epel,4,,""
11,2020-03-20 23:11:34.509792+00,0ed7d2bd-2538-4d87-836e-012fba3f2db8,0242ac12-0005-e261-6aaa-00000000000c,runner_on_start,"""stat""",f,f,epel.yml,use galaxy epel role,Check if EPEL repo is already configured.,geerlingguy.repo-epel,4,1,host0320b
12,2020-03-20 23:11:35.715675+00,6da71dc6-ee32-43f8-9b0f-5cf6660f0804,0242ac12-0005-e261-6aaa-00000000000c,runner_on_ok,"""stat""",f,f,epel.yml,use galaxy epel role,Check if EPEL repo is already configured.,geerlingguy.repo-epel,4,1,host0320b
13,2020-03-20 23:11:57.644336+00,8e15cf13-c322-489f-965c-15d744365227,0242ac12-0005-e261-6aaa-00000000000d,runner_on_start,"""yum""",f,f,epel.yml,use galaxy epel role,Install EPEL repo.,geerlingguy.repo-epel,4,2,host0320a
14,2020-03-20 23:11:57.618217+00,cba34216-51c4-420a-9abd-b0ae1b3f35d1,0242ac12-0005-e261-6aaa-00000000000c,runner_on_ok,"""stat""",f,f,epel.yml,use galaxy epel role,Check if EPEL repo is already configured.,geerlingguy.repo-epel,4,2,host0320a
15,2020-03-20 23:11:57.643357+00,0242ac12-0005-e261-6aaa-00000000000d,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,"""yum""",f,t,epel.yml,use galaxy epel role,Install EPEL repo.,geerlingguy.repo-epel,4,,""
16,2020-03-20 23:11:57.689441+00,35a67d00-dc2d-4fae-8fc2-fc8430cf8755,0242ac12-0005-e261-6aaa-00000000000d,runner_on_start,"""yum""",f,f,epel.yml,use galaxy epel role,Install EPEL repo.,geerlingguy.repo-epel,4,1,host0320b
17,2020-03-20 23:11:58.182627+00,3bad1d53-0426-4853-866a-897f17337a49,0242ac12-0005-e261-6aaa-00000000000d,runner_on_skipped,"""yum""",f,f,epel.yml,use galaxy epel role,Install EPEL repo.,geerlingguy.repo-epel,4,2,host0320a
18,2020-03-20 23:12:02.090377+00,c4918ba9-812f-4a94-9f34-ece2e17ec7a8,0242ac12-0005-e261-6aaa-00000000000e,runner_on_start,"""rpm_key""",f,f,epel.yml,use galaxy epel role,Import EPEL GPG key.,geerlingguy.repo-epel,4,2,host0320a
19,2020-03-20 23:12:02.048692+00,bed378ce-4210-4c8c-ac11-0f72d4cc650a,0242ac12-0005-e261-6aaa-00000000000d,runner_on_ok,"""yum""",f,t,epel.yml,use galaxy epel role,Install EPEL repo.,geerlingguy.repo-epel,4,1,host0320b
20,2020-03-20 23:12:02.084367+00,0242ac12-0005-e261-6aaa-00000000000e,0242ac12-0005-e261-6aaa-000000000007,playbook_on_task_start,"""rpm_key""",f,t,epel.yml,use galaxy epel role,Import EPEL GPG key.,geerlingguy.repo-epel,4,,""
21,2020-03-20 23:12:02.134199+00,bd8a688b-a76b-4ca1-a572-a39c9ce0437e,0242ac12-0005-e261-6aaa-00000000000e,runner_on_start,"""rpm_key""",f,f,epel.yml,use galaxy epel role,Import EPEL GPG key.,geerlingguy.repo-epel,4,1,host0320b
22,2020-03-20 23:12:02.580963+00,495a09fc-d2cd-4363-8e7d-e574d431a11b,0242ac12-0005-e261-6aaa-00000000000e,runner_on_skipped,"""rpm_key""",f,f,epel.yml,use galaxy epel role,Import EPEL GPG key.,geerlingguy.repo-epel,4,2,host0320a
23,2020-03-20 23:12:03.43726+00,8462758d-9b6f-499f-8e66-6dcf36b53b3a,0242ac12-0005-e261-6aaa-00000000000e,runner_on_ok,"""rpm_key""",f,t,epel.yml,use galaxy epel role,Import EPEL GPG key.,geerlingguy.repo-epel,4,1,host0320b
24,2020-03-20 23:12:03.440965+00,403fea46-7a43-451f-9c1f-aa93d86f881c,574f9ae3-3a64-43a0-a7d8-7b7040116112,playbook_on_stats,,f,t,epel.yml,"","","",4,,""
25,2020-03-20 23:12:15.248705+00,2023d236-f91f-4569-9044-27a67685a23e,"",verbose,,f,f,"","","","",6,,""
26,2020-03-20 23:12:16.076915+00,0242ac12-0005-0740-7180-000000000021,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""gather_facts""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Gathering Facts,"",6,,""
27,2020-03-20 23:12:16.05251+00,09039d8b-8a41-4911-b4d0-3aa56d531ca6,"",playbook_on_start,,f,f,centos_security_updates.yml,"","","",6,,""
28,2020-03-20 23:12:16.077653+00,5236f404-a77e-45b3-bd01-4da147132282,0242ac12-0005-0740-7180-000000000021,runner_on_start,"""gather_facts""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Gathering Facts,"",6,2,host0320a
29,2020-03-20 23:12:16.057076+00,0242ac12-0005-0740-7180-000000000007,09039d8b-8a41-4911-b4d0-3aa56d531ca6,playbook_on_play_start,,f,f,centos_security_updates.yml,use galaxy centos_security_updates role,"","",6,,""
30,2020-03-20 23:12:16.10516+00,636a9c21-9d72-410e-af51-080d9f24ffb7,0242ac12-0005-0740-7180-000000000021,runner_on_start,"""gather_facts""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Gathering Facts,"",6,1,host0320b
31,2020-03-20 23:12:18.202252+00,025fb752-6bce-4384-8b2d-17688449f95c,0242ac12-0005-0740-7180-000000000021,runner_on_ok,"""gather_facts""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Gathering Facts,"",6,1,host0320b
32,2020-03-20 23:12:53.477018+00,f4484f91-6eb0-4fea-ba2f-1d51902f2ae2,0242ac12-0005-0740-7180-00000000000f,runner_on_start,"""include_vars""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Include OS-specific variables.,geerlingguy.security,6,2,host0320a
33,2020-03-20 23:12:53.475906+00,0242ac12-0005-0740-7180-00000000000f,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""include_vars""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Include OS-specific variables.,geerlingguy.security,6,,""
34,2020-03-20 23:12:53.446904+00,28c067b9-9140-4cd1-8d71-a07b5ed37635,0242ac12-0005-0740-7180-000000000021,runner_on_ok,"""gather_facts""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Gathering Facts,"",6,2,host0320a
35,2020-03-20 23:12:53.502579+00,f25bd4b0-e2aa-4842-aa45-9ef85f240715,0242ac12-0005-0740-7180-00000000000f,runner_on_start,"""include_vars""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Include OS-specific variables.,geerlingguy.security,6,1,host0320b
36,2020-03-20 23:12:54.037633+00,124b5af6-230c-4c1a-b5b9-9ef9e059992d,0242ac12-0005-0740-7180-00000000000f,runner_on_ok,"""include_vars""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Include OS-specific variables.,geerlingguy.security,6,2,host0320a
37,2020-03-20 23:12:54.068965+00,221e2632-f06b-4a9e-a941-aa4f69a38c53,0242ac12-0005-0740-7180-000000000010,runner_on_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,2,host0320a
38,2020-03-20 23:12:54.067662+00,0242ac12-0005-0740-7180-000000000010,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
39,2020-03-20 23:12:54.046548+00,e97f8e48-cc46-46ba-8288-b4f9af474b0e,0242ac12-0005-0740-7180-00000000000f,runner_on_ok,"""include_vars""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Include OS-specific variables.,geerlingguy.security,6,1,host0320b
40,2020-03-20 23:12:54.112366+00,2e553f50-457b-43a2-b000-15e6e80a61b2,0242ac12-0005-0740-7180-000000000010,runner_on_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
41,2020-03-20 23:12:54.638485+00,46d83eeb-e8b9-49b3-97d4-a7635c1b2e6e,0242ac12-0005-0740-7180-000000000010,runner_on_ok,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,2,host0320a
42,2020-03-20 23:12:54.669124+00,38df2b46-598a-4bf2-9b45-0db03ef266b5,0242ac12-0005-0740-7180-000000000010,runner_on_ok,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
43,2020-03-20 23:12:54.701195+00,125cf4c8-87fd-4ac6-8d17-0fbeb2196e67,0242ac12-0005-0740-7180-000000000010,playbook_on_include,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
44,2020-03-20 23:12:54.814414+00,c3427644-afc1-42e7-bd28-c38e2c8f17bc,0242ac12-0005-0740-7180-00000000004a,runner_on_start,"""package""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Install fail2ban.,geerlingguy.security,6,1,host0320b
45,2020-03-20 23:12:54.741133+00,0242ac12-0005-0740-7180-00000000004a,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""package""",t,t,centos_security_updates.yml,use galaxy centos_security_updates role,Install fail2ban.,geerlingguy.security,6,,""
46,2020-03-20 23:12:54.74253+00,ac7e70ac-d4cd-4eaa-9d55-84601ab6038a,0242ac12-0005-0740-7180-00000000004a,runner_on_start,"""package""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Install fail2ban.,geerlingguy.security,6,2,host0320a
47,2020-03-20 23:13:00.351582+00,3e3b396d-282a-4191-9447-cb00c0fdb290,0242ac12-0005-0740-7180-00000000004a,runner_on_ok,"""package""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Install fail2ban.,geerlingguy.security,6,1,host0320b
48,2020-03-20 23:13:49.43348+00,7a0a6ea9-c7e1-45a5-8fe0-86b812fd8323,0242ac12-0005-0740-7180-00000000004a,runner_on_failed,"""package""",t,f,centos_security_updates.yml,use galaxy centos_security_updates role,Install fail2ban.,geerlingguy.security,6,2,host0320a
49,2020-03-20 23:13:49.457608+00,0242ac12-0005-0740-7180-000000000011,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
50,2020-03-20 23:13:49.458654+00,0fc314b6-bea8-4c01-b86a-03f615f32cb9,0242ac12-0005-0740-7180-000000000011,runner_on_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
51,2020-03-20 23:13:49.763544+00,fe8a6008-d3df-41db-8c76-afcbd678e583,0242ac12-0005-0740-7180-000000000012,runner_on_start,"""service""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Ensure fail2ban is running and enabled on boot.,geerlingguy.security,6,1,host0320b
52,2020-03-20 23:13:49.743223+00,029d5ca7-af2b-4efb-851a-f2199029ec72,0242ac12-0005-0740-7180-000000000011,runner_on_skipped,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
53,2020-03-20 23:13:49.762461+00,0242ac12-0005-0740-7180-000000000012,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""service""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Ensure fail2ban is running and enabled on boot.,geerlingguy.security,6,,""
54,2020-03-20 23:13:51.575865+00,cb2671af-8b61-44dc-8a15-1911754d1e8f,0242ac12-0005-0740-7180-000000000012,runner_on_ok,"""service""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Ensure fail2ban is running and enabled on boot.,geerlingguy.security,6,1,host0320b
55,2020-03-20 23:13:51.601073+00,0242ac12-0005-0740-7180-000000000013,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
56,2020-03-20 23:13:51.602254+00,1d794082-db7e-4ea3-a5dc-5e9c77dd212b,0242ac12-0005-0740-7180-000000000013,runner_on_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
57,2020-03-20 23:13:51.677603+00,dfc49d31-47a1-4447-b58b-538753719c00,0242ac12-0005-0740-7180-000000000013,playbook_on_include,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
58,2020-03-20 23:13:51.62511+00,b01c91e1-9a0b-4f47-ab6a-9c82114f513a,0242ac12-0005-0740-7180-000000000013,runner_on_ok,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
59,2020-03-20 23:13:51.703334+00,18143c7b-698e-4b73-bd82-58d4904eefd6,0242ac12-0005-0740-7180-000000000079,runner_on_start,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
60,2020-03-20 23:13:51.702159+00,0242ac12-0005-0740-7180-000000000079,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,,""
61,2020-03-20 23:13:52.647022+00,6937e209-b21d-4420-869f-59bf7a73818f,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
62,2020-03-20 23:13:53.055332+00,25b466c9-7899-47ca-9840-9ade913e0d81,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
63,2020-03-20 23:13:53.528958+00,de37cd35-71a1-42e3-bacb-6723ca25166c,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
64,2020-03-20 23:13:54.15771+00,6ebba66e-8546-400c-a748-5a3e1bc09d73,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
65,2020-03-20 23:13:54.74713+00,fb78936f-9946-4c42-b6ae-3e2e8842a17f,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
66,2020-03-20 23:13:55.281338+00,8f7b4ca1-aa2d-4742-9d1e-60fa4f96145d,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
67,2020-03-20 23:13:55.687186+00,f63b2a01-e476-4ea5-a0ee-930ca66f4458,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
68,2020-03-20 23:13:56.10555+00,cef63307-60d9-44ad-8af6-f8b68ee77710,0242ac12-0005-0740-7180-000000000079,playbook_on_notify,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
69,2020-03-20 23:13:56.094027+00,068deb5c-5db5-4502-9be0-dce36e15961d,0242ac12-0005-0740-7180-000000000079,runner_item_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
70,2020-03-20 23:13:56.112538+00,2cd371ac-ea44-43e4-93ee-3b15ee7a534d,0242ac12-0005-0740-7180-000000000079,runner_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Update SSH configuration to be more secure.,geerlingguy.security,6,1,host0320b
71,2020-03-20 23:13:56.138133+00,0242ac12-0005-0740-7180-00000000007a,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add configured user accounts to passwordless sudoers.,geerlingguy.security,6,,""
72,2020-03-20 23:13:56.139093+00,2333196f-fcfc-43ba-9fe4-e5eabe5f9046,0242ac12-0005-0740-7180-00000000007a,runner_on_start,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add configured user accounts to passwordless sudoers.,geerlingguy.security,6,1,host0320b
73,2020-03-20 23:13:56.429517+00,9ab617ff-9e6a-4f84-9d88-12a103b0732d,0242ac12-0005-0740-7180-00000000007a,runner_on_skipped,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add configured user accounts to passwordless sudoers.,geerlingguy.security,6,1,host0320b
74,2020-03-20 23:13:56.444491+00,0242ac12-0005-0740-7180-00000000007b,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add configured user accounts to passworded sudoers.,geerlingguy.security,6,,""
75,2020-03-20 23:13:56.45048+00,ba86bf10-5eca-4f87-a868-baa0b73ebc7e,0242ac12-0005-0740-7180-00000000007b,runner_on_start,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add configured user accounts to passworded sudoers.,geerlingguy.security,6,1,host0320b
76,2020-03-20 23:13:56.743205+00,bb614ef3-ce5a-468c-982c-339837222447,0242ac12-0005-0740-7180-00000000007b,runner_on_skipped,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add configured user accounts to passworded sudoers.,geerlingguy.security,6,1,host0320b
77,2020-03-20 23:13:56.760661+00,878cb861-2aaa-4710-9ff8-cd92ed398446,0242ac12-0005-0740-7180-000000000014,runner_on_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
78,2020-03-20 23:13:56.759785+00,0242ac12-0005-0740-7180-000000000014,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
79,2020-03-20 23:13:57.121961+00,dcf84a09-6bbc-410d-b5f4-be3439da84df,0242ac12-0005-0740-7180-000000000014,playbook_on_include,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
80,2020-03-20 23:13:57.094664+00,607049da-5dfa-45bf-b665-e220fb069ba9,0242ac12-0005-0740-7180-000000000014,runner_on_ok,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
81,2020-03-20 23:13:57.145296+00,0242ac12-0005-0740-7180-0000000000a9,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""set_fact""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Set correct automatic update utility vars (RHEL 8).,geerlingguy.security,6,,""
82,2020-03-20 23:13:57.146279+00,83ad2e8c-aaf7-47aa-b9cb-92ff3adf5749,0242ac12-0005-0740-7180-0000000000a9,runner_on_start,"""set_fact""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Set correct automatic update utility vars (RHEL 8).,geerlingguy.security,6,1,host0320b
83,2020-03-20 23:13:57.415178+00,b3857eff-95ea-42ca-a97c-3f5b00e6b173,0242ac12-0005-0740-7180-0000000000a9,runner_on_skipped,"""set_fact""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Set correct automatic update utility vars (RHEL 8).,geerlingguy.security,6,1,host0320b
84,2020-03-20 23:13:57.4348+00,0242ac12-0005-0740-7180-0000000000aa,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""set_fact""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Set correct automatic update utility vars (RHEL <= 7).,geerlingguy.security,6,,""
85,2020-03-20 23:13:57.439953+00,502b5cce-4d3c-4baf-bdd9-bd0d916267a5,0242ac12-0005-0740-7180-0000000000aa,runner_on_start,"""set_fact""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Set correct automatic update utility vars (RHEL <= 7).,geerlingguy.security,6,1,host0320b
86,2020-03-20 23:13:57.741253+00,884eca76-9002-405b-b464-1e38c5cf063a,0242ac12-0005-0740-7180-0000000000aa,runner_on_ok,"""set_fact""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Set correct automatic update utility vars (RHEL <= 7).,geerlingguy.security,6,1,host0320b
87,2020-03-20 23:13:57.760039+00,0242ac12-0005-0740-7180-0000000000ab,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""package""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Install automatic update utility.,geerlingguy.security,6,,""
88,2020-03-20 23:13:57.760905+00,f6c62aee-710f-40dd-8e59-cd1830967173,0242ac12-0005-0740-7180-0000000000ab,runner_on_start,"""package""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Install automatic update utility.,geerlingguy.security,6,1,host0320b
89,2020-03-20 23:14:02.053242+00,f06c89e9-d2e5-4180-81ac-5490a58ae70c,0242ac12-0005-0740-7180-0000000000ab,runner_on_ok,"""package""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Install automatic update utility.,geerlingguy.security,6,1,host0320b
90,2020-03-20 23:14:02.076393+00,0242ac12-0005-0740-7180-0000000000ac,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""service""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Ensure automatic update utility is running and enabled on boot.,geerlingguy.security,6,,""
91,2020-03-20 23:14:02.077376+00,46702d27-b53a-44f2-83dd-d91b290a5646,0242ac12-0005-0740-7180-0000000000ac,runner_on_start,"""service""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Ensure automatic update utility is running and enabled on boot.,geerlingguy.security,6,1,host0320b
92,2020-03-20 23:14:03.174304+00,52825f8b-8261-4327-8ba7-cf62b6e5868b,0242ac12-0005-0740-7180-0000000000ad,runner_on_start,"""lineinfile""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Configure autoupdates.,geerlingguy.security,6,1,host0320b
93,2020-03-20 23:14:03.154015+00,905c3555-9eed-41c3-abd9-0c620a7f12ed,0242ac12-0005-0740-7180-0000000000ac,runner_on_ok,"""service""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Ensure automatic update utility is running and enabled on boot.,geerlingguy.security,6,1,host0320b
94,2020-03-20 23:14:03.173288+00,0242ac12-0005-0740-7180-0000000000ad,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Configure autoupdates.,geerlingguy.security,6,,""
95,2020-03-20 23:14:03.87431+00,fe7d5619-58db-4db3-8940-0623f4ae3b71,0242ac12-0005-0740-7180-0000000000ad,runner_on_ok,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Configure autoupdates.,geerlingguy.security,6,1,host0320b
96,2020-03-20 23:14:03.894737+00,0242ac12-0005-0740-7180-000000000015,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,,""
97,2020-03-20 23:14:03.89553+00,d80140a4-9ca0-464d-8164-e19c8bdee8d5,0242ac12-0005-0740-7180-000000000015,runner_on_start,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
98,2020-03-20 23:14:04.166272+00,5491f7ed-c381-4d22-8aa1-7a1da0bc84f6,0242ac12-0005-0740-7180-000000000015,runner_on_skipped,"""include_tasks""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,include_tasks,geerlingguy.security,6,1,host0320b
99,2020-03-20 23:14:04.197473+00,0242ac12-0005-0740-7180-000000000019,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""yum_repository""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Add CentOS Errata yum repository.,memiah.centos_security_updates,6,,""
100,2020-03-20 23:14:04.198672+00,57ecbc72-a777-4141-9d1e-acd33c783be4,0242ac12-0005-0740-7180-000000000019,runner_on_start,"""yum_repository""",f,f,centos_security_updates.yml,use galaxy centos_security_updates role,Add CentOS Errata yum repository.,memiah.centos_security_updates,6,1,host0320b
101,2020-03-20 23:14:05.105806+00,0242ac12-0005-0740-7180-00000000001a,0242ac12-0005-0740-7180-000000000007,playbook_on_task_start,"""lineinfile""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Configure kind of security update to use.,memiah.centos_security_updates,6,,""
102,2020-03-20 23:14:05.084329+00,3bf62eee-f9e9-478f-a985-533047f97877,0242ac12-0005-0740-7180-000000000019,runner_on_ok,"""yum_repository""",f,t,centos_security_updates.yml,use galaxy centos_security_updates role,Add CentOS Errata yum repository.,memiah.centos_security_updates,6,1,host0320b
