id,created,uuid,parent_uuid,event,task_action,failed,changed,playbook,play,task,role,job_id,host_id,host_name
711,2020-03-20 23:43:41.421167+00,fc4aff72-30b9-4289-b8ed-fb7e2f3c7d90,0242ac12-0005-37be-a252-000000000152,runner_on_start,"""service""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL is started and enabled on boot.,geerlingguy.mysql,33,2,host0320a
712,2020-03-20 23:43:41.419832+00,0242ac12-0005-37be-a252-000000000152,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""service""",f,t,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL is started and enabled on boot.,geerlingguy.mysql,33,,""
713,2020-03-20 23:43:41.473289+00,485e7e18-a459-4c73-963e-877283791d4d,0242ac12-0005-37be-a252-000000000152,runner_on_start,"""service""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL is started and enabled on boot.,geerlingguy.mysql,33,1,host0320b
714,2020-03-20 23:43:43.102788+00,c07b3548-18aa-4048-8f17-adc38ae7dd7c,0242ac12-0005-37be-a252-000000000152,runner_on_ok,"""service""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL is started and enabled on boot.,geerlingguy.mysql,33,2,host0320a
715,2020-03-20 23:43:47.038394+00,b05f9106-8c22-48c8-9a8b-22bbbc1508e5,0242ac12-0005-37be-a252-000000000152,runner_on_ok,"""service""",f,t,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL is started and enabled on boot.,geerlingguy.mysql,33,1,host0320b
716,2020-03-20 23:43:47.099413+00,d7fbc8d9-f0dd-4409-949a-290df93064a0,0242ac12-0005-37be-a252-000000000012,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
717,2020-03-20 23:43:47.053017+00,0242ac12-0005-37be-a252-000000000012,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
718,2020-03-20 23:43:47.053804+00,5d7a11b1-5f4d-4325-8e43-33ef23283f76,0242ac12-0005-37be-a252-000000000012,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
719,2020-03-20 23:43:47.111254+00,e01c1e5f-2e10-4af0-96ad-8cbcb42f7af2,0242ac12-0005-37be-a252-000000000012,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
720,2020-03-20 23:43:47.11859+00,c031cdae-dabd-4e8b-b538-1eb599a3054b,0242ac12-0005-37be-a252-000000000012,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
721,2020-03-20 23:43:47.340121+00,0242ac12-0005-37be-a252-000000000219,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure default user is present.,geerlingguy.mysql,33,,""
722,2020-03-20 23:43:47.23017+00,10b200e2-2784-4a80-9827-d4fe06c2cb1b,0242ac12-0005-37be-a252-000000000012,playbook_on_include,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
723,2020-03-20 23:43:47.341469+00,e06b736b-0f12-4c5f-b98c-a7fdfaca7408,0242ac12-0005-37be-a252-000000000219,runner_on_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure default user is present.,geerlingguy.mysql,33,2,host0320a
724,2020-03-20 23:43:47.436427+00,a2077bda-9ef9-40cd-9d86-6425f979f830,0242ac12-0005-37be-a252-000000000219,runner_on_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure default user is present.,geerlingguy.mysql,33,1,host0320b
725,2020-03-20 23:43:47.934342+00,45746325-541e-46c2-9413-2535f2bb2d00,0242ac12-0005-37be-a252-000000000219,runner_on_skipped,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure default user is present.,geerlingguy.mysql,33,2,host0320a
726,2020-03-20 23:43:47.980997+00,0242ac12-0005-37be-a252-00000000021a,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy user-my.cnf file with password credentials.,geerlingguy.mysql,33,,""
727,2020-03-20 23:43:47.955493+00,490eb4f0-7b94-4a31-bc04-04e0912441a7,0242ac12-0005-37be-a252-000000000219,runner_on_skipped,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure default user is present.,geerlingguy.mysql,33,1,host0320b
728,2020-03-20 23:43:47.981972+00,6f1428af-37f0-496a-bddf-ed1813953073,0242ac12-0005-37be-a252-00000000021a,runner_on_start,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy user-my.cnf file with password credentials.,geerlingguy.mysql,33,2,host0320a
729,2020-03-20 23:43:48.022816+00,3b40748b-d436-439c-8120-0bf505a10c47,0242ac12-0005-37be-a252-00000000021a,runner_on_start,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy user-my.cnf file with password credentials.,geerlingguy.mysql,33,1,host0320b
730,2020-03-20 23:43:48.557091+00,2b708aef-2085-473c-8352-e535e12f17a7,0242ac12-0005-37be-a252-00000000021a,runner_on_skipped,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy user-my.cnf file with password credentials.,geerlingguy.mysql,33,2,host0320a
731,2020-03-20 23:43:48.610746+00,0242ac12-0005-37be-a252-00000000021b,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,,""
732,2020-03-20 23:43:48.612427+00,8272210d-e9cc-4772-b894-8a1459db5ec3,0242ac12-0005-37be-a252-00000000021b,runner_on_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,2,host0320a
733,2020-03-20 23:43:48.576932+00,cd898ec5-9e12-4ff8-b8bb-410bb87192c4,0242ac12-0005-37be-a252-00000000021a,runner_on_skipped,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy user-my.cnf file with password credentials.,geerlingguy.mysql,33,1,host0320b
734,2020-03-20 23:43:48.657042+00,c96d3a17-c389-499f-9dd8-2a2eaa1855f4,0242ac12-0005-37be-a252-00000000021b,runner_on_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,1,host0320b
735,2020-03-20 23:43:49.679115+00,a7f4ac98-1fdb-40b3-bd4d-954fa427dfee,0242ac12-0005-37be-a252-00000000021b,runner_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,2,host0320a
736,2020-03-20 23:43:49.715934+00,0242ac12-0005-37be-a252-00000000021c,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the root user.,geerlingguy.mysql,33,,""
737,2020-03-20 23:43:49.690559+00,ef28ce67-fa43-4403-b9a0-2a98d2c46961,0242ac12-0005-37be-a252-00000000021b,runner_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,1,host0320b
738,2020-03-20 23:43:49.716844+00,2331e49d-1b94-4864-aa4b-8aaf9e706d19,0242ac12-0005-37be-a252-00000000021c,runner_on_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the root user.,geerlingguy.mysql,33,2,host0320a
739,2020-03-20 23:43:49.677664+00,2b92d5c2-3fb7-495e-a73a-ad780236e4cb,0242ac12-0005-37be-a252-00000000021b,runner_item_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,2,host0320a
740,2020-03-20 23:43:49.6895+00,a86b5c19-102f-433f-9a6b-fbb967aeab17,0242ac12-0005-37be-a252-00000000021b,runner_item_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Disallow root login remotely,geerlingguy.mysql,33,1,host0320b
741,2020-03-20 23:43:49.785907+00,a961e432-3ac6-423d-ad50-d6e11621bc2f,0242ac12-0005-37be-a252-00000000021c,runner_on_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the root user.,geerlingguy.mysql,33,1,host0320b
742,2020-03-20 23:43:50.370103+00,6341e9cd-ff16-4fa8-8600-510474a1383a,0242ac12-0005-37be-a252-00000000021c,runner_on_skipped,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the root user.,geerlingguy.mysql,33,2,host0320a
743,2020-03-20 23:43:50.939135+00,c8058d8b-6cd0-441c-b9d8-a796bb055f60,0242ac12-0005-37be-a252-00000000021c,runner_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the root user.,geerlingguy.mysql,33,1,host0320b
744,2020-03-20 23:43:50.961892+00,0242ac12-0005-37be-a252-00000000021d,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,,""
745,2020-03-20 23:43:50.96311+00,1d7f0247-71af-46cc-9290-7717f8e6802d,0242ac12-0005-37be-a252-00000000021d,runner_on_start,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,2,host0320a
746,2020-03-20 23:43:51.008713+00,1e93dee0-4ec3-495c-870c-350e17f0c0d1,0242ac12-0005-37be-a252-00000000021d,runner_on_start,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,1,host0320b
747,2020-03-20 23:43:51.558482+00,2b337dac-027c-46f6-a0ad-1df4629ac198,0242ac12-0005-37be-a252-00000000021d,runner_item_on_skipped,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,1,host0320b
748,2020-03-20 23:43:51.588899+00,f75be365-4a1c-4c3d-8f7b-379544206ffc,0242ac12-0005-37be-a252-00000000021e,runner_on_start,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,2,host0320a
749,2020-03-20 23:43:51.482332+00,cc28f567-0501-40ff-8228-805d974d9716,0242ac12-0005-37be-a252-00000000021d,runner_on_skipped,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,2,host0320a
750,2020-03-20 23:43:51.550437+00,038744d6-86de-4e11-9c65-32027d6a5a76,0242ac12-0005-37be-a252-00000000021d,runner_item_on_skipped,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,1,host0320b
751,2020-03-20 23:43:51.560456+00,da6c0256-f970-4bc8-bd78-b03397e0ff32,0242ac12-0005-37be-a252-00000000021d,runner_on_skipped,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,1,host0320b
752,2020-03-20 23:43:51.587887+00,0242ac12-0005-37be-a252-00000000021e,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""shell""",f,t,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,,""
753,2020-03-20 23:43:51.559589+00,80948ad6-70d4-4a58-818b-7597cca1e17f,0242ac12-0005-37be-a252-00000000021d,runner_item_on_skipped,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (5.7.x).,geerlingguy.mysql,33,1,host0320b
754,2020-03-20 23:43:51.639762+00,458e6723-1f7a-4ae8-9ca3-191665dcd7d3,0242ac12-0005-37be-a252-00000000021e,runner_on_start,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,1,host0320b
755,2020-03-20 23:43:52.284002+00,43b47e27-b86a-4e1c-8408-6507263db21a,0242ac12-0005-37be-a252-00000000021e,runner_on_skipped,"""shell""",f,f,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,2,host0320a
756,2020-03-20 23:43:52.744837+00,73c1af38-d3fc-4030-b511-dd6843825d6b,0242ac12-0005-37be-a252-00000000021e,runner_item_on_ok,"""command""",f,t,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,1,host0320b
757,2020-03-20 23:43:53.177677+00,257dcdf4-04b0-4d50-a934-0dcbebb6bdbc,0242ac12-0005-37be-a252-00000000021e,runner_item_on_ok,"""command""",f,t,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,1,host0320b
758,2020-03-20 23:43:53.620448+00,4376b49e-c0fb-4da4-a28a-b103f9a03055,0242ac12-0005-37be-a252-00000000021e,runner_item_on_ok,"""command""",f,t,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,1,host0320b
759,2020-03-20 23:43:53.648595+00,5dae9711-9e3a-4e81-adcb-dff5640c5dfe,0242ac12-0005-37be-a252-00000000021f,runner_on_start,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy .my.cnf file with root password credentials.,geerlingguy.mysql,33,2,host0320a
760,2020-03-20 23:43:53.621788+00,bb90e736-b77e-4055-8434-30091f4f95eb,0242ac12-0005-37be-a252-00000000021e,runner_on_ok,"""shell""",f,t,mysql_playbook.yml,use galaxy mysql role,Update MySQL root password for localhost root account (< 5.7.x).,geerlingguy.mysql,33,1,host0320b
761,2020-03-20 23:43:53.647691+00,0242ac12-0005-37be-a252-00000000021f,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""template""",f,t,mysql_playbook.yml,use galaxy mysql role,Copy .my.cnf file with root password credentials.,geerlingguy.mysql,33,,""
762,2020-03-20 23:43:53.689251+00,37cd8714-90ed-4360-a6c7-72a6d6351d1f,0242ac12-0005-37be-a252-00000000021f,runner_on_start,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy .my.cnf file with root password credentials.,geerlingguy.mysql,33,1,host0320b
763,2020-03-20 23:43:54.320205+00,ba280a3d-5901-4b61-b742-43251f1da2de,0242ac12-0005-37be-a252-00000000021f,runner_on_skipped,"""template""",f,f,mysql_playbook.yml,use galaxy mysql role,Copy .my.cnf file with root password credentials.,geerlingguy.mysql,33,2,host0320a
764,2020-03-20 23:43:55.144525+00,0b27aa51-2a4c-4c2c-bc09-a1fbcf12d226,0242ac12-0005-37be-a252-00000000021f,runner_on_ok,"""template""",f,t,mysql_playbook.yml,use galaxy mysql role,Copy .my.cnf file with root password credentials.,geerlingguy.mysql,33,1,host0320b
765,2020-03-20 23:43:55.161797+00,0242ac12-0005-37be-a252-000000000220,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the anonymous user.,geerlingguy.mysql,33,,""
766,2020-03-20 23:43:55.162768+00,0559fdb6-cfa9-4e1e-8cb5-f30ee63cce4d,0242ac12-0005-37be-a252-000000000220,runner_on_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the anonymous user.,geerlingguy.mysql,33,2,host0320a
767,2020-03-20 23:43:55.209399+00,daebdd3e-43a1-40b3-abfc-2d3f85f15395,0242ac12-0005-37be-a252-000000000220,runner_on_start,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the anonymous user.,geerlingguy.mysql,33,1,host0320b
768,2020-03-20 23:43:55.745762+00,8b79fcdd-f7e6-455b-9731-ee19978324e7,0242ac12-0005-37be-a252-000000000220,runner_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the anonymous user.,geerlingguy.mysql,33,1,host0320b
769,2020-03-20 23:43:55.954655+00,d8cb2f5c-2372-470b-b6d9-1c82d0586cd0,0242ac12-0005-37be-a252-000000000220,runner_on_ok,"""command""",f,f,mysql_playbook.yml,use galaxy mysql role,Get list of hosts for the anonymous user.,geerlingguy.mysql,33,2,host0320a
770,2020-03-20 23:43:55.995408+00,b57dbbe2-7428-450b-8552-e7c18080071f,0242ac12-0005-37be-a252-000000000221,runner_on_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,2,host0320a
771,2020-03-20 23:43:55.994167+00,0242ac12-0005-37be-a252-000000000221,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,,""
772,2020-03-20 23:43:56.038898+00,63108f95-aa84-4409-ab6f-7ff60ab4783d,0242ac12-0005-37be-a252-000000000221,runner_on_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,1,host0320b
773,2020-03-20 23:43:57.436705+00,424ea893-ed2b-474c-843f-4ee01b31fb74,0242ac12-0005-37be-a252-000000000221,runner_item_on_ok,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,1,host0320b
774,2020-03-20 23:43:57.667128+00,6aa24d06-fedf-4d7d-9c6c-778332fd4620,0242ac12-0005-37be-a252-000000000221,runner_item_on_ok,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,2,host0320a
775,2020-03-20 23:43:57.945469+00,2f7735a4-7bf6-4a7c-b2f4-3e23c95a2aa4,0242ac12-0005-37be-a252-000000000221,runner_on_ok,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,1,host0320b
776,2020-03-20 23:43:57.944474+00,bb7d5ee4-0201-457b-a0c3-41355d13d625,0242ac12-0005-37be-a252-000000000221,runner_item_on_ok,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,1,host0320b
777,2020-03-20 23:43:58.338434+00,9196d6f4-f28a-4a4f-b5e2-d01597468896,0242ac12-0005-37be-a252-000000000221,runner_item_on_ok,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,2,host0320a
778,2020-03-20 23:43:58.347477+00,f838d332-f830-44e7-880f-9ddc6d6f6b8e,0242ac12-0005-37be-a252-000000000221,runner_on_ok,"""mysql_user""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove anonymous MySQL users.,geerlingguy.mysql,33,2,host0320a
779,2020-03-20 23:43:58.374893+00,0242ac12-0005-37be-a252-000000000222,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""mysql_db""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove MySQL test database.,geerlingguy.mysql,33,,""
780,2020-03-20 23:43:58.37842+00,61def0a4-be44-44e1-be08-a0d6257f4592,0242ac12-0005-37be-a252-000000000222,runner_on_start,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Remove MySQL test database.,geerlingguy.mysql,33,2,host0320a
781,2020-03-20 23:43:58.424159+00,da2f4c56-9650-4396-b286-2f8dbee21415,0242ac12-0005-37be-a252-000000000222,runner_on_start,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Remove MySQL test database.,geerlingguy.mysql,33,1,host0320b
782,2020-03-20 23:43:59.218646+00,995a4755-7f30-4067-9bdd-8a74d1b7d2d5,0242ac12-0005-37be-a252-000000000222,runner_on_ok,"""mysql_db""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove MySQL test database.,geerlingguy.mysql,33,1,host0320b
783,2020-03-20 23:43:59.52163+00,0242ac12-0005-37be-a252-000000000013,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
784,2020-03-20 23:43:59.522679+00,bae224c2-56e5-4a35-833c-e520e182e224,0242ac12-0005-37be-a252-000000000013,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
785,2020-03-20 23:43:59.577495+00,85f44be1-922f-441e-af6a-b018324cacd1,0242ac12-0005-37be-a252-000000000013,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
786,2020-03-20 23:43:59.498155+00,6d857b07-496c-43db-9d4d-a8f1abe319d2,0242ac12-0005-37be-a252-000000000222,runner_on_ok,"""mysql_db""",f,t,mysql_playbook.yml,use galaxy mysql role,Remove MySQL test database.,geerlingguy.mysql,33,2,host0320a
787,2020-03-20 23:43:59.563431+00,893128d4-651e-40b1-b0e4-3ec999d53abe,0242ac12-0005-37be-a252-000000000013,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
788,2020-03-20 23:43:59.606009+00,438b71c4-b5d9-409d-82c9-10fe1185acc2,0242ac12-0005-37be-a252-000000000013,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
789,2020-03-20 23:43:59.651167+00,3dd905be-553c-42bf-aab4-522aa25652e2,0242ac12-0005-37be-a252-000000000013,playbook_on_include,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
790,2020-03-20 23:43:59.710302+00,0242ac12-0005-37be-a252-00000000034b,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL databases are present.,geerlingguy.mysql,33,,""
791,2020-03-20 23:43:59.711237+00,3bba00ba-7d9a-4747-bfdb-a69f69d43ce8,0242ac12-0005-37be-a252-00000000034b,runner_on_start,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL databases are present.,geerlingguy.mysql,33,2,host0320a
792,2020-03-20 23:43:59.823218+00,7b51fab4-a5ac-4395-973f-56e634c274c8,0242ac12-0005-37be-a252-00000000034b,runner_on_start,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL databases are present.,geerlingguy.mysql,33,1,host0320b
793,2020-03-20 23:44:00.684371+00,b00e77f7-9cc1-4543-8922-85f793302717,0242ac12-0005-37be-a252-000000000014,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
794,2020-03-20 23:44:00.637822+00,d8a7fba1-2bfc-486a-9371-6397a81064ce,0242ac12-0005-37be-a252-00000000034b,runner_on_skipped,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL databases are present.,geerlingguy.mysql,33,2,host0320a
795,2020-03-20 23:44:00.6672+00,df5cb771-1c2e-46e9-a207-a2feda4bbae2,0242ac12-0005-37be-a252-00000000034b,runner_on_skipped,"""mysql_db""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL databases are present.,geerlingguy.mysql,33,1,host0320b
796,2020-03-20 23:44:00.738343+00,7884013d-2835-4815-8527-938d1ac24046,0242ac12-0005-37be-a252-000000000014,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
797,2020-03-20 23:44:00.683443+00,0242ac12-0005-37be-a252-000000000014,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
798,2020-03-20 23:44:00.726174+00,69945ffe-7095-41d4-adae-1cd8d2f66958,0242ac12-0005-37be-a252-000000000014,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
799,2020-03-20 23:44:00.75466+00,1366e820-31be-4f5c-bcfd-ab7bffa20da4,0242ac12-0005-37be-a252-000000000014,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
800,2020-03-20 23:44:00.79023+00,b3c9e123-1d21-4187-aacd-1fff3225ec43,0242ac12-0005-37be-a252-000000000014,playbook_on_include,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
801,2020-03-20 23:44:00.836674+00,0242ac12-0005-37be-a252-0000000004a3,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL users are present.,geerlingguy.mysql,33,,""
802,2020-03-20 23:44:00.837685+00,4880d80c-710a-4717-b331-625878582663,0242ac12-0005-37be-a252-0000000004a3,runner_on_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL users are present.,geerlingguy.mysql,33,2,host0320a
803,2020-03-20 23:44:00.99941+00,4b6f4062-d7da-4970-8ead-57ce72fbb659,0242ac12-0005-37be-a252-0000000004a3,runner_on_start,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL users are present.,geerlingguy.mysql,33,1,host0320b
804,2020-03-20 23:44:01.6021+00,2e22083f-cb21-41ab-a2e8-1e158a2f62fc,0242ac12-0005-37be-a252-0000000004a3,runner_on_skipped,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL users are present.,geerlingguy.mysql,33,2,host0320a
805,2020-03-20 23:44:01.615847+00,5f42057a-32b8-4a9a-a928-6c59b6d7eb0d,0242ac12-0005-37be-a252-0000000004a3,runner_on_skipped,"""mysql_user""",f,f,mysql_playbook.yml,use galaxy mysql role,Ensure MySQL users are present.,geerlingguy.mysql,33,1,host0320b
806,2020-03-20 23:44:01.640875+00,0242ac12-0005-37be-a252-000000000015,0242ac12-0005-37be-a252-000000000007,playbook_on_task_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,,""
807,2020-03-20 23:44:01.64189+00,6cc9bb3a-3817-467b-8f33-e88073fa7a35,0242ac12-0005-37be-a252-000000000015,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
808,2020-03-20 23:44:01.677549+00,226c9156-7ad8-43a1-a205-00a237af2f9d,0242ac12-0005-37be-a252-000000000015,runner_on_start,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,1,host0320b
809,2020-03-20 23:44:01.683636+00,b0a8620f-dca7-4f91-82f5-03be684a4477,0242ac12-0005-37be-a252-000000000015,runner_on_ok,"""include_tasks""",f,f,mysql_playbook.yml,use galaxy mysql role,include_tasks,geerlingguy.mysql,33,2,host0320a
